,count_id,volume,cl_node_id,location,traffic_id,type,file,OBJECTID,ASSETID,CL_NODE_ID,LAT,LON,FROM_ST,TO_ST,SIG,TRANSITSTOP,RIDERSHIP,SCH_CT,EMPTOT,SUM_POPTTL
237,2686,297,19978,AVENUE 43 at GRIFFIN AVE,691,manual,AVENUE43.GRIFFIN.150707-NDSMAN.PDF,35461.0,149825.0,19978.0,34.09199087,-118.2040341,AVENUE 43,GRIFFIN AVE,0.0,0.0,,1,139.8318294,2143.678098
238,2700,637,20181,HANCOCK ST at NORTH BROADWAY,697,manual,HANCOCK.NBROADWAY.130403-MAN.PDF,17149.0,121845.0,20181.0,34.07373381,-118.2090743,HANCOCK ST,NORTH BROADWAY,1.0,0.0,,2,686.8813089,3691.689397
239,2715,56,20200,AVENUE 18 AT PASADENA AVE,699,manual,20200_AVE18PAS100521.PDF,33174.0,146379.0,20200.0,34.07318722,-118.22339550000001,AVENUE 18,PASADENA AVE,1.0,0.0,,0,709.1197099,1090.636824
240,2745,253,20217,SOLANO AVE AT NORTH BROADWAY,704,manual,20217_NBROADWAY.SOLANO10.PDF,5534.0,104193.0,20217.0,34.07099895,-118.2301645,NORTH BROADWAY,SOLANO AVE,1.0,3.0,266.0,0,677.4271244,632.6379279
241,2752,315,20263,NORTH BROADWAY AT BISHOPS ROAD,706,manual,20263_BISHOPS.NBROADWAY10.PDF,26169.0,135699.0,20263.0,34.06884393,-118.2333305,BISHOPS ROAD,NORTH BROADWAY,1.0,4.0,355.0,1,791.252463,721.3810067000001
242,2765,372,20315,JOHNSTON ST at NORTH MAIN ST,710,manual,20315_JOHNSTON.MAIN07.PDF,35543.0,149922.0,20315.0,34.06603185,-118.2101985,JOHNSTON ST,NORTH MAIN ST,0.0,0.0,,1,997.1845795,3284.662694
243,2768,522,20316,DALY ST AT NORTH MAIN ST,711,manual,20316_DALY.NMAIN09.PDF,19465.0,125347.0,20316.0,34.06598202,-118.21545320000001,DALY ST,NORTH MAIN ST,1.0,3.0,355.0,2,1282.434684,2640.733468
244,2787,422,20406,HUMBOLDT ST AT SAN FERNANDO ROAD NORTHEAST ROADWAY,715,manual,HUMBOLDT.SANFERNANDO.130319PED-MAN.PDF,23929.0,132312.0,20406.0,34.07679108,-118.2227432,HUMBOLDT ST,SAN FERNANDO ROAD NORTHEAST ROADWAY,1.0,0.0,,0,926.4722634999999,832.5266862999999
245,2793,332,20432,HUMBOLDT ST AT AVENUE 26,719,manual,AVENUE26.HUMBOLDT.141210-MAN.PDF,39668.0,125368.0,20432.0,34.0796651,-118.21834199999999,AVENUE 26,HUMBOLDT ST,0.0,2.0,268.0,0,921.3029421,1854.0340829999998
246,2794,198,20432,HUMBOLDT ST AT AVENUE 26,719,manual,AVENUE26.HUMBOLDT.120626-MAN.PDF,39668.0,125368.0,20432.0,34.0796651,-118.21834199999999,AVENUE 26,HUMBOLDT ST,0.0,2.0,268.0,0,921.3029421,1854.0340829999998
247,2800,8,20433,AVENUE 19 AT SAN FERNANDO ROAD NORTHEAST ROADWAY,720,manual,AVESAN081202.PDF,21696.0,128822.0,20433.0,34.0825386,-118.22640390000001,AVENUE 19,SAN FERNANDO ROAD NORTHEAST ROADWAY,0.0,0.0,,0,883.5789344000001,840.9111532
248,2809,38,20552,EDISON ST at MONTEREY ROAD,724,manual,20552_EDISON.MONTEREY09.PDF,7948.0,107802.0,20552.0,34.09069707,-118.18798729999999,EDISON ST,MONTEREY ROAD,0.0,0.0,,0,171.7194259,1899.731413
249,2810,76,20552,EDISON ST at MONTEREY ROAD,724,manual,20552_EDISON.MONTEREY10.PDF,7948.0,107802.0,20552.0,34.09069707,-118.18798729999999,EDISON ST,MONTEREY ROAD,0.0,0.0,,0,171.7194259,1899.731413
250,2874,0,20676,HIGHLAND AVE AT SANTA MONICA BLVD,737,manual,HIGHLAND.SANTAMONICA.150421-WILMAN.PDF,35605.0,150005.0,20676.0,34.09071015,-118.33859640000001,HIGHLAND AVE,SANTA MONICA BLVD,1.0,0.0,,2,2341.699979,2527.869591
251,2875,0,20676,HIGHLAND AVE AT SANTA MONICA BLVD,737,manual,HIGHLAND.SANTAMONICA.150422-WILMAN.PDF,35605.0,150005.0,20676.0,34.09071015,-118.33859640000001,HIGHLAND AVE,SANTA MONICA BLVD,1.0,0.0,,2,2341.699979,2527.869591
252,2876,0,20676,HIGHLAND AVE AT SANTA MONICA BLVD,737,manual,HIGHLAND.SANTAMONICA.110503-MAN.PDF,35605.0,150005.0,20676.0,34.09071015,-118.33859640000001,HIGHLAND AVE,SANTA MONICA BLVD,1.0,0.0,,2,2341.699979,2527.869591
253,2877,0,20676,HIGHLAND AVE AT SANTA MONICA BLVD,737,manual,HIGHLAND.SANTAMONICA.110504-MAN.PDF,35605.0,150005.0,20676.0,34.09071015,-118.33859640000001,HIGHLAND AVE,SANTA MONICA BLVD,1.0,0.0,,2,2341.699979,2527.869591
254,2878,560,20676,HIGHLAND AVE AT SANTA MONICA BLVD,737,manual,HIGHLAND.SANTAMONICA.130409-MAN-NDS.PDF,35605.0,150005.0,20676.0,34.09071015,-118.33859640000001,HIGHLAND AVE,SANTA MONICA BLVD,1.0,0.0,,2,2341.699979,2527.869591
255,2879,280,20676,HIGHLAND AVE AT SANTA MONICA BLVD,737,manual,HIGHLAND.SANTAMONICA.130410-MAN-NDS.PDF,35605.0,150005.0,20676.0,34.09071015,-118.33859640000001,HIGHLAND AVE,SANTA MONICA BLVD,1.0,0.0,,2,2341.699979,2527.869591
256,2898,283,20721,EFFIE ST at MYRA AVE,742,manual,EFFIE.MYRA.170822.MANMIO.PDF,30946.0,142965.0,20721.0,34.09494422,-118.2811003,EFFIE ST,MYRA AVE,0.0,0.0,,1,1045.087897,2531.4223660000002
257,2914,1181,20805,EXPOSITION BOULEVARD N/R AT WESTERN AVE,746,manual,EXPWES06 (2).PDF,3370.0,100768.0,20805.0,34.01846325,-118.3088956,EXPOSITION BOULEVARD N/R,WESTERN AVE,1.0,1.0,4553.006406,1,241.91984759999997,3709.8514630000004
258,2915,2683,20805,EXPOSITION BOULEVARD N/R AT WESTERN AVE,746,manual,20805_EXPWES071003.PDF,3370.0,100768.0,20805.0,34.01846325,-118.3088956,EXPOSITION BOULEVARD N/R,WESTERN AVE,1.0,1.0,4553.006406,1,241.91984759999997,3709.8514630000004
259,2937,320,20812,NORMANDIE AVE AT EXPOSITION BOULEVARD S/R,750,manual,EXPNOR06.PDF,8014.0,107879.0,20812.0,34.01817709,-118.30016529999999,EXPOSITION BOULEVARD S/R,NORMANDIE AVE,1.0,0.0,,0,241.12111119999997,4681.978827
260,2956,954,21034,EASTERN AVE at GAMBIER ST,758,manual,EASTERN.GAMBIER.170222-NDSMAN.PDF,10384.0,111453.0,21034.0,34.08102552,-118.1780341,EASTERN AVE,GAMBIER ST,1.0,0.0,,1,218.2553421,3140.524224
261,2963,158,21097,EASTERN AVE at VALLEY BLVD,760,manual,EASVAL080703.PDF,3427.0,100846.0,21097.0,34.06568434,-118.18024740000001,EASTERN AVE,VALLEY BLVD,1.0,1.0,126.0,0,302.6121357,1641.345423
262,2999,217,21603,FRANKLIN AVE AT LA BREA AVE,772,manual,FRANKLIN.LABREA.121023-MAN.PDF,14836.0,118236.0,21603.0,34.10368966,-118.3458728,FRANKLIN AVE,LA BREA AVE,1.0,0.0,,2,1859.928013,4147.829274000001
263,3007,152,21631,FAIRFAX AVE at SELMA AVE,775,manual,FAIRFAX.SELMA.170308-NDSMAN.PDF,10186.0,111203.0,21631.0,34.09989443,-118.3615622,FAIRFAX AVE,SELMA AVE,0.0,0.0,,0,2116.0951059999998,1683.941493
264,3032,22,21757,KIRKWOOD DR at LAUREL CANYON BLVD,780,manual,KIRKWOOD.LAURELCANYON.170307-NDSMAN.PDF,17136.0,121830.0,21757.0,34.10881648,-118.3696597,KIRKWOOD DR,LAUREL CANYON ROAD,1.0,0.0,,0,44.4336668,611.1864797000001
265,3055,2393,8556,3RD ST AT HILL ST,787,manual,3RD.HILL.130319-MAN.PDF,12004.0,114022.0,8556.0,34.05165817,-118.24908880000001,3RD ST,HILL ST,1.0,2.0,863.0,0,32099.669019999998,2371.3668190000003
266,3063,4069,8565,BROADWAY AT 3RD ST,791,manual,8565_BROADWAY.3ST10.PDF,2782.0,99997.0,8565.0,34.05096303,-118.2480169,3RD ST,BROADWAY,1.0,1.0,674.0,0,28672.757910000004,2470.02406
267,3080,2613,8574,SPRING ST AT 3RD ST,793,manual,3RD.SPRING.130502.MAN.MIO.PDF,7345.0,107028.0,8574.0,34.05026712,-118.24694469999999,3RD ST,SPRING ST,1.0,2.0,118.60655729999999,0,24313.80737,2539.727432
268,3089,0,8579,FIGUEROA ST AT WILSHIRE BLVD,796,manual,8579_FIGWIL100105.PDF,7346.0,107029.0,8579.0,34.05005391,-118.25922879999999,FIGUEROA ST,WILSHIRE BLVD,1.0,1.0,392.0,1,23592.433119999998,1424.3575529999998
269,3099,1255,8585,MAIN ST AT 3RD ST,797,manual,8585_3RDMAI130305.PDF,7347.0,107030.0,8585.0,34.04956008,-118.2458527,3RD ST,MAIN ST,1.0,0.0,,0,18540.15088,2698.845157
270,3106,9374,8588,BROADWAY AT 4TH ST,799,manual,8588_BROADWAY.4ST10.PDF,30329.0,142160.0,8588.0,34.04952054,-118.2493593,4TH ST,BROADWAY,1.0,1.0,557.0,0,17094.78506,3079.9941289999997
271,3110,11156,8591,6TH ST AT HOPE ST,800,manual,HOP6ST080211.PDF,18876.0,124597.0,8591.0,34.04943664,-118.2563408,6TH ST,HOPE ST,1.0,1.0,68.0,1,24979.90721,1321.378661
272,3121,0,8593,7TH ST AT FIGUEROA ST,802,manual,FIG7TH091217.PDF,434.0,96486.0,8593.0,34.04938738,-118.25984869999999,7TH ST,FIGUEROA ST,1.0,7.0,3462.865223,1,22578.08571,1362.924183
273,3122,20005,8593,7TH ST AT FIGUEROA ST,802,manual,8593_7THFIG070828.PDF,434.0,96486.0,8593.0,34.04938738,-118.25984869999999,7TH ST,FIGUEROA ST,1.0,7.0,3462.865223,1,22578.08571,1362.924183
274,3124,0,8593,7TH ST AT FIGUEROA ST,802,manual,8593_7THFIG091217.PDF,434.0,96486.0,8593.0,34.04938738,-118.25984869999999,7TH ST,FIGUEROA ST,1.0,7.0,3462.865223,1,22578.08571,1362.924183
275,3170,17200,8610,7TH ST AT FLOWER ST,808,manual,FLO7ST07.PDF,18878.0,124599.0,8610.0,34.04868934,-118.2587649,7TH ST,FLOWER ST,1.0,6.0,104376.1014,1,22903.576930000003,1040.814755
276,3171,17200,8610,7TH ST AT FLOWER ST,808,manual,8610_7THFLO070806.PDF,18878.0,124599.0,8610.0,34.04868934,-118.2587649,7TH ST,FLOWER ST,1.0,6.0,104376.1014,1,22903.576930000003,1040.814755
277,3176,0,8611,8TH ST AT FIGUEROA ST,809,manual,FIG8TH100107.PDF,16599.0,121148.0,8611.0,34.04795407,-118.26118100000001,8TH ST,FIGUEROA ST,1.0,4.0,573.3076923,1,20241.01171,1643.824253
278,3178,0,8611,8TH ST AT FIGUEROA ST,809,manual,8611_8THFIG100107.PDF,16599.0,121148.0,8611.0,34.04795407,-118.26118100000001,8TH ST,FIGUEROA ST,1.0,4.0,573.3076923,1,20241.01171,1643.824253
279,3208,255,8622,HOOVER ST at PICO BLVD,812,manual,HOOVER.LAKE.110406-MAN.PDF,12007.0,114027.0,8622.0,34.04728265,-118.28412820000001,HOOVER ST,PICO BLVD,1.0,4.0,1305.0,0,1041.555125,7485.013835
280,3225,7156,8631,7TH ST AT OLIVE ST,815,manual,7TH.OLIVE.151110-NDSMAN.PDF,30332.0,142163.0,8631.0,34.04660118,-118.25552169999999,7TH ST,OLIVE ST,1.0,5.0,1677.136364,1,18688.00514,2467.385041
281,3264,4689,8665,SPRING ST AT 7TH ST,824,manual,8665_7THSPR150430.PDF,30335.0,142166.0,8665.0,34.04452449,-118.2522972,7TH ST,SPRING ST,1.0,3.0,2085.0,0,10327.5844,4154.835921
282,3289,0,8673,FIGUEROA ST AT OLYMPIC BLVD,828,manual,8673_FIGOLY100126.PDF,32654.0,145724.0,8673.0,34.04500798,-118.2639199,FIGUEROA ST,OLYMPIC BLVD,1.0,4.0,1563.0,0,15835.84641,2004.1666100000002
283,3297,3839,8673,FIGUEROA ST AT OLYMPIC BLVD,828,manual,FIG_OLYMPIC_2014.PDF,32654.0,145724.0,8673.0,34.04500798,-118.2639199,FIGUEROA ST,OLYMPIC BLVD,1.0,4.0,1563.0,0,15835.84641,2004.1666100000002
284,3408,2404,8740,FLOWER ST AT PICO BLVD,849,manual,FLOWER_PICO_2014.PDF,12015.0,114038.0,8740.0,34.04006127,-118.2668322,FLOWER ST,PICO BLVD,1.0,1.0,13.0,0,6737.483466,2042.0318350000002
285,3420,0,8741,FIGUEROA ST AT PICO BLVD,850,manual,8741_FIGPIC100202.PDF,14322.0,117566.0,8741.0,34.04065305,-118.2680138,FIGUEROA ST,PICO BLVD,1.0,2.0,244.0,0,8093.371948,1939.760891
286,3427,1593,8741,FIGUEROA ST AT PICO BLVD,850,manual,FIG_PICO_2014.PDF,14322.0,117566.0,8741.0,34.04065305,-118.2680138,FIGUEROA ST,PICO BLVD,1.0,2.0,244.0,0,8093.371948,1939.760891
287,3476,1899,8799,GRAND AVE AT VENICE BLVD,859,manual,GRAND_VENICE_2014.PDF,419.0,96469.0,8799.0,34.0357286,-118.26633400000001,GRAND AVE,VENICE BLVD,1.0,4.0,953.0,3,3325.8769230000003,1058.013525
288,3477,2394,8799,GRAND AVE AT VENICE BLVD,859,manual,GRAND.VENICE.110831-MAN.PDF,419.0,96469.0,8799.0,34.0357286,-118.26633400000001,GRAND AVE,VENICE BLVD,1.0,4.0,953.0,3,3325.8769230000003,1058.013525
289,3511,429,8840,FLOWER ST AT WASHINGTON BLVD,868,manual,FLOWAS06.PDF,14300.0,117539.0,8840.0,34.033831299999996,-118.2708166,FLOWER ST,WASHINGTON BLVD,1.0,1.0,2.0,1,3010.531693,890.1356638
290,3518,1518,8851,CENTRAL AVE AT OLYMPIC BLVD,870,manual,CENOLY080812.PDF,16586.0,121131.0,8851.0,34.03205306,-118.2441602,CENTRAL AVE,OLYMPIC BLVD,1.0,2.0,1018.0,0,6425.098365999999,227.05134520000001
291,3535,1707,8879,FIGUEROA ST AT WASHINGTON BLVD,873,manual,FIG_WASHINGTON_2014.PDF,18917.0,124653.0,8879.0,34.03437685,-118.2720347,FIGUEROA ST,WASHINGTON BLVD,1.0,3.0,555.0,1,2714.957714,1539.551513
292,3536,0,8879,FIGUEROA ST AT WASHINGTON BLVD,873,manual,8879_FIGUEROA.WASHINGTON10.PDF,18917.0,124653.0,8879.0,34.03437685,-118.2720347,FIGUEROA ST,WASHINGTON BLVD,1.0,3.0,555.0,1,2714.957714,1539.551513
293,3578,2574,8901,9TH ST AT MAPLE AVE,880,manual,8901_9THMAP150430.PDF,470.0,96534.0,8901.0,34.039474799999994,-118.2527104,9TH ST,MAPLE AVE,1.0,1.0,424.0,0,5834.593941,785.9353507000001
294,3587,3870,8918,7TH ST AT MAIN ST,882,manual,8918_7THMAI150430.PDF,2826.0,100052.0,8918.0,34.04391864,-118.2513598,7TH ST,MAIN ST,1.0,6.0,3022.0,0,7779.622075,4256.22408
295,3594,4097,8920,5TH ST AT MAIN ST,883,manual,5TH.MAIN.130516.MAN.PDF,21192.0,128172.0,8920.0,34.04669079,-118.24853290000001,5TH ST,MAIN ST,1.0,2.0,109.0,0,8298.321021,4908.488547
296,3596,4751,8920,5TH ST AT MAIN ST,883,manual,MAIN.5ST.111207-MAN.PDF,21192.0,128172.0,8920.0,34.04669079,-118.24853290000001,5TH ST,MAIN ST,1.0,2.0,109.0,0,8298.321021,4908.488547
297,3597,4751,8920,5TH ST AT MAIN ST,883,manual,MAIN.5THST.111207-MAN.PDF,21192.0,128172.0,8920.0,34.04669079,-118.24853290000001,5TH ST,MAIN ST,1.0,2.0,109.0,0,8298.321021,4908.488547
298,3609,0,8924,11TH ST AT CHICK HEARN CT,886,manual,8924_FIGUEROA.11ST10.PDF,12045.0,114084.0,8924.0,34.04368909,-118.26519180000001,11TH ST,FIGUEROA ST,1.0,2.0,131.0,0,14140.2748,2343.608061
299,3644,0,8930,HOOVER ST AT VENICE BLVD,889,manual,HOOVEN-LTO101122.PDF,5080.0,103604.0,8930.0,34.04378048,-118.28414120000001,HOOVER ST,VENICE BLVD,1.0,1.0,862.0,1,1083.981639,6691.391001
300,3650,211,8931,HOOVER ST AT ALVARADO ST,890,manual,ALVHOO06.PDF,2827.0,100053.0,8931.0,34.04499101,-118.2841531,ALVARADO ST,HOOVER ST,1.0,0.0,,1,1045.504638,7214.257217
301,3652,4485,8937,9TH ST AT FIGUEROA ST,891,manual,8937_9THFIG070914.PDF,25655.0,135054.0,8937.0,34.04618658,-118.26282420000001,FIGUEROA ST,JAMES M. WOOD BLVD,1.0,3.0,368.0,1,17488.81826,1832.6021460000002
302,3653,0,8937,9TH ST AT FIGUEROA ST,891,manual,8937_9THFIG100106.PDF,25655.0,135054.0,8937.0,34.04618658,-118.26282420000001,FIGUEROA ST,JAMES M. WOOD BLVD,1.0,3.0,368.0,1,17488.81826,1832.6021460000002
303,3657,6395,8937,9TH ST AT FIGUEROA ST,891,manual,FIGUEROA.JAMESMWOOD.150728-MAN.PDF,25655.0,135054.0,8937.0,34.04618658,-118.26282420000001,FIGUEROA ST,JAMES M. WOOD BLVD,1.0,3.0,368.0,1,17488.81826,1832.6021460000002
304,3680,2215,8948,MAIN ST AT 4TH ST,895,manual,MAIN.4ST.111129-MAN.PDF,23437.0,131640.0,8948.0,34.04812253,-118.2471943,4TH ST,MAIN ST,1.0,1.0,257.9016393,0,8994.179414,3745.265696
305,3681,2215,8948,MAIN ST AT 4TH ST,895,manual,MAIN.4THST.111129-MAN.PDF,23437.0,131640.0,8948.0,34.04812253,-118.2471943,4TH ST,MAIN ST,1.0,1.0,257.9016393,0,8994.179414,3745.265696
306,3701,1681,8955,ALAMEDA ST AT 1ST ST,898,manual,1ST.ALAMEDA.140409LATESHIFT-MAN.PDF,18920.0,124658.0,8955.0,34.04898752,-118.23811459999999,1ST ST,ALAMEDA ST,1.0,0.0,,0,8129.185906999999,1194.488374
307,3702,1494,8955,ALAMEDA ST AT 1ST ST,898,manual,1ST.ALAMEDAEARLYSHIFT.140227-MAN.PDF,18920.0,124658.0,8955.0,34.04898752,-118.23811459999999,1ST ST,ALAMEDA ST,1.0,0.0,,0,8129.185906999999,1194.488374
308,3716,386,8956,ALAMEDA ST AT 2ND ST,899,manual,ALA2ST06.PDF,18921.0,124659.0,8956.0,34.04716163,-118.23808390000002,2ND ST,ALAMEDA ST,1.0,0.0,,0,4042.523242,1272.3956050000002
309,3742,1261,8958,ALAMEDA ST AT TEMPLE ST,901,manual,ALAMEDA.TEMPLE.140116-MAN.PDF,473.0,96539.0,8958.0,34.051069899999995,-118.23803909999998,ALAMEDA ST,TEMPLE ST,1.0,1.0,156.0,0,19042.564769999997,1084.4017509999999
310,3743,685,8958,ALAMEDA ST AT TEMPLE ST,901,manual,ALAMEDA.TEMPLE.MIDDAY.140219-MAN.PDF,473.0,96539.0,8958.0,34.051069899999995,-118.23803909999998,ALAMEDA ST,TEMPLE ST,1.0,1.0,156.0,0,19042.564769999997,1084.4017509999999
311,3772,8408,8964,5TH ST AT GRAND AVE,905,manual,GRAND.5TH.171031-NDSMAN.PDF,30364.0,142208.0,8964.0,34.05017593,-118.25393159999999,5TH ST,GRAND AVE,1.0,1.0,113.7272727,1,26150.79209,1936.1345019999999
312,3781,0,8965,FIGUEROA ST AT 5TH ST,906,manual,8965_FIGUEROA.5ST09.PDF,16644.0,121206.0,8965.0,34.05226467,-118.25715829999999,5TH ST,FIGUEROA ST,1.0,3.0,881.0,1,27535.85308,1955.6163789999998
313,3782,6865,8965,FIGUEROA ST AT 5TH ST,906,manual,8965_FIGUEROA.5TH ST07.PDF,16644.0,121206.0,8965.0,34.05226467,-118.25715829999999,5TH ST,FIGUEROA ST,1.0,3.0,881.0,1,27535.85308,1955.6163789999998
314,3788,217,8970,8TH ST AT GREEN AVE,907,manual,8970_8THGRE091001.PDF,30365.0,142209.0,8970.0,34.05179922,-118.27101019999999,8TH ST,GREEN AVE,0.0,0.0,,2,3296.295049,7662.752423999999
315,3812,544,9033,23RD ST at FIGUEROA ST,915,manual,9033_FIGUEROA.23ST10.PDF,18926.0,124666.0,9033.0,34.03076164,-118.2743394,23RD ST,FIGUEROA ST,1.0,5.0,644.0,2,2218.087132,1795.401891
316,3827,877,9053,GRAND AVE AT CESAR E CHAVEZ AVE,918,manual,9053_CESARCHAVEZ.GRAND09.PDF,18927.0,124668.0,9053.0,34.06062385,-118.24388490000001,CESAR E CHAVEZ AVE,GRAND AVE,1.0,2.0,1051.0,0,14189.95284,3425.052111
317,3851,221,9154,FICKETT ST at WABASH AVE,922,manual,9154_FICKETT.WABASH10.PDF,32695.0,145781.0,9154.0,34.05216444,-118.201857,FICKETT ST,WABASH AVE,1.0,0.0,,0,331.2230915,4497.239563
318,3855,289,9154,FICKETT ST at WABASH AVE,922,manual,FICKETT.WABASH.120517-MAN.PDF,32695.0,145781.0,9154.0,34.05216444,-118.201857,FICKETT ST,WABASH AVE,1.0,0.0,,0,331.2230915,4497.239563
319,3856,277,9154,FICKETT ST at WABASH AVE,922,manual,FICKETT.WABASH.111213-MAN.PDF,32695.0,145781.0,9154.0,34.05216444,-118.201857,FICKETT ST,WABASH AVE,1.0,0.0,,0,331.2230915,4497.239563
320,3865,498,12471,ABBOT KINNEY BLVD at BROADWAY,925,manual,ABBBRO080418.PDF,12168.0,114240.0,12471.0,33.99210975,-118.4720493,ABBOT KINNEY BLVD,BROADWAY,0.0,0.0,,1,990.6957064,3167.258581
321,3905,1729,12597,GAYLEY AVE at LANDFAIR AVE,932,manual,GAYLAN.PDF,23570.0,131826.0,12597.0,34.07053042,-118.4532285,GAYLEY AVE,LANDFAIR AVE,0.0,4.0,65.0,0,2584.960316,6970.957772
322,3924,2767,12686,GAYLEY AVE AT LE CONTE AVE,935,manual,GAYLE206.PDF,16831.0,121432.0,12686.0,34.06363865,-118.44822260000001,GAYLEY AVE,LE CONTE AVE,1.0,5.0,298.71799550000003,0,3660.2426119999996,5194.144035
323,3925,3201,12686,GAYLEY AVE AT LE CONTE AVE,935,manual,GAYLEC06.PDF,16831.0,121432.0,12686.0,34.06363865,-118.44822260000001,GAYLEY AVE,LE CONTE AVE,1.0,5.0,298.71799550000003,0,3660.2426119999996,5194.144035
324,3931,10248,12691,BROXTON AVE AT WEYBURN AVE,937,manual,12691_BROXTON.WEYBURN07.PDF,633.0,96737.0,12691.0,34.06252561,-118.4470298,BROXTON AVE,WEYBURN AVE,1.0,0.0,,0,5038.145508,4113.932999000001
325,3935,4953,12758,GAYLEY AVE at STRATHMORE DR,938,manual,GAYST206.PDF,2991.0,100258.0,12758.0,34.06853374,-118.4489744,GAYLEY AVE,STRATHMORE DR,1.0,5.0,284.3901435,0,1709.0601510000001,7433.098926000001
326,3981,25,12911,DEVON AVE at WILSHIRE BLVD,947,manual,DEVWIL080320.PDF,25877.0,135329.0,12911.0,34.06759516,-118.42728410000001,DEVON AVE,WILSHIRE BLVD,0.0,0.0,,1,463.49830210000005,1648.967646
327,3983,0,12913,WILSHIRE BLVD AT COMSTOCK AVE,948,manual,COMWIL06.PDF,19135.0,124927.0,12913.0,34.06797722,-118.42538429999999,COMSTOCK AVE,WILSHIRE BLVD,1.0,2.0,67.0,0,383.6840592,1222.536272
328,3984,148,12913,WILSHIRE BLVD AT COMSTOCK AVE,948,manual,COMWIL080325.PDF,19135.0,124927.0,12913.0,34.06797722,-118.42538429999999,COMSTOCK AVE,WILSHIRE BLVD,1.0,2.0,67.0,0,383.6840592,1222.536272
329,3990,507,12918,BEVERLY GLEN BLVD AT WILSHIRE BLVD,949,manual,BEVWIL080317.PDF,32889.0,146022.0,12918.0,34.06690134,-118.4288595,BEVERLY GLEN BLVD,WILSHIRE BLVD,1.0,5.0,1384.642002,1,571.5553493,2115.595694
330,3993,280,12918,BEVERLY GLEN BLVD AT WILSHIRE BLVD,949,manual,BEVERLYGLEN.WILSHIRE.130416-MAN-NDS.PDF,32889.0,146022.0,12918.0,34.06690134,-118.4288595,BEVERLY GLEN BLVD,WILSHIRE BLVD,1.0,5.0,1384.642002,1,571.5553493,2115.595694
331,3994,280,12918,BEVERLY GLEN BLVD AT WILSHIRE BLVD,949,manual,BEVERLYGLEN.WILSHIRE.130417-MAN-NDS.PDF,32889.0,146022.0,12918.0,34.06690134,-118.4288595,BEVERLY GLEN BLVD,WILSHIRE BLVD,1.0,5.0,1384.642002,1,571.5553493,2115.595694
332,4020,0,12998,WILSHIRE BLVD AT WARNER AVE,954,manual,WARWIL06.PDF,28268.0,138942.0,12998.0,34.06425462,-118.4322244,WARNER AVE,WILSHIRE BLVD,1.0,3.0,86.0,1,675.5532287000001,3489.1465670000002
333,4026,351,12998,WILSHIRE BLVD AT WARNER AVE,954,manual,WARWIL080312.PDF,28268.0,138942.0,12998.0,34.06425462,-118.4322244,WARNER AVE,WILSHIRE BLVD,1.0,3.0,86.0,1,675.5532287000001,3489.1465670000002
334,4049,2114,13099,FAIRFAX AVE at MELROSE AVE,965,manual,13099_FAIRFAX.MELROSE09.PDF,32920.0,146061.0,13099.0,34.08381135,-118.36141709999998,FAIRFAX AVE,MELROSE AVE,1.0,1.0,873.0,2,1863.5648670000003,1830.3772620000002
335,4052,690,13100,EDINBURGH AVE at MELROSE AVE,966,manual,EDINBURGH.MELROSE.170307-NDSMAN.PDF,12273.0,114380.0,13100.0,34.08377839,-118.36374679999999,EDINBURGH AVE,MELROSE AVE,0.0,0.0,,1,1362.286729,2285.1320100000003
336,4059,928,13105,GENESEE AVE at MELROSE AVE,968,manual,GENESEE.MELROSE.170308-NDSMAN.PDF,19174.0,124978.0,13105.0,34.08374576,-118.35840729999998,GENESEE AVE,MELROSE AVE,0.0,0.0,,2,1367.470593,1363.568978
337,4064,1198,13120,LA BREA AVE at MELROSE AVE,971,manual,LABREA.MELROSE.170307-NDSMAN.PDF,16937.0,121557.0,13120.0,34.08343058,-118.3440503,LA BREA AVE,MELROSE AVE,1.0,4.0,1105.0,5,1063.771695,2107.561807
338,4073,247,13150,LA BREA AVE at ROSEWOOD AVE,974,manual,13150_LABREA.ROSEWOOD09.PDF,28304.0,138988.0,13150.0,34.08026819,-118.3440426,LA BREA AVE,ROSEWOOD AVE,0.0,2.0,124.0,1,984.8416497000002,2132.999508
339,4076,235,13150,LA BREA AVE at ROSEWOOD AVE,974,manual,LABROS07.PDF,28304.0,138988.0,13150.0,34.08026819,-118.3440426,LA BREA AVE,ROSEWOOD AVE,0.0,2.0,124.0,1,984.8416497000002,2132.999508
340,4094,2320,13193,BEVERLY BLVD AT LA CIENEGA BLVD,981,manual,13193_BEVLAC160609.PDF,9976.0,110912.0,13193.0,34.07603734,-118.37658859999999,BEVERLY BLVD,LA CIENEGA BLVD,1.0,1.0,132.0,0,3992.690392,1394.084442
341,4159,794,13264,3RD ST at MARTEL AVE,994,manual,HAU3ST080513.PDF,32956.0,146106.0,13264.0,34.06992573,-118.3510747,3RD ST,HAUSER BLVD,1.0,3.0,385.0,0,2082.5553579999996,4990.396554
342,4186,655,13321,6TH ST at HAUSER BLVD,1001,manual,HAUSER.6TH.171031-NDSMAN.PDF,23726.0,132029.0,13321.0,34.06488698,-118.35144479999998,6TH ST,HAUSER BLVD,1.0,1.0,7.0,0,2373.062323,6732.874921
